skin_isim;bynogame_fiyat_tl;son_hafta_satılan;son_2_hafta_satılan;son_1_ay_satılan;son_2_ay_satılan;son_3_ay_satılan;son_hafta_ortalama_fiyat;son_2_hafta_ortalama_fiyat;son_1_ay_ortalama_fiyat;son_2_ay_ortalama_fiyat;son_3_ay_ortalama_fiyat
★ Skeleton Knife | Scorched (Field-Tested);10.201;-;-;-;1;1;;;-;8250 ₺;8250 ₺
★ Skeleton Knife | Stained (Factory New);23.500;-;-;-;-;-;;;-;;
★ Survival Knife | Case Hardened (Battle-Scarred);4.750;-;-;2;4;5;;;4000 ₺;4275 ₺;4556 ₺
★ Survival Knife | Blue Steel (Minimal Wear);5.875;1;1;1;3;6;4600 ₺;4600 ₺;4600 ₺;4550 ₺;4500 ₺
★ Nomad Knife | Scorched (Battle-Scarred);5.507;-;1;1;1;1;;4000 ₺;4000 ₺;4000 ₺;4000 ₺
★ Skeleton Knife | Urban Masked (Minimal Wear);12.500;-;-;-;1;1;;;-;8800 ₺;8800 ₺
★ Skeleton Knife | Stained (Well-Worn);13.944;-;-;-;1;2;;;-;10250 ₺;10375 ₺
★ StatTrak™ Survival Knife | Urban Masked (Well-Worn);5.261;-;-;-;-;-;;;-;;
★ StatTrak™ Nomad Knife | Safari Mesh (Field-Tested);5.741;-;-;-;-;-;;;-;;
★ StatTrak™ Nomad Knife | Crimson Web (Battle-Scarred);12.313;-;-;-;-;-;;;-;;
★ Nomad Knife | Safari Mesh (Minimal Wear);5.733;-;-;-;-;-;;;-;;
★ Paracord Knife | Case Hardened (Battle-Scarred);5.900;1;1;1;2;2;5200 ₺;5200 ₺;5200 ₺;4900 ₺;4900 ₺
★ StatTrak™ Paracord Knife;6.956;-;-;-;-;2;;;-;;
★ StatTrak™ Survival Knife | Scorched (Minimal Wear);4.450;-;1;1;2;2;;3750 ₺;3750 ₺;3548 ₺;3548 ₺
★ StatTrak™ Classic Knife | Safari Mesh (Field-Tested);5.520;-;-;-;-;-;;;-;;
★ Skeleton Knife | Boreal Forest (Battle-Scarred);8.400;-;-;-;-;1;;;-;;
★ StatTrak™ Skeleton Knife;28.467;1;1;1;1;1;19718 ₺;19718 ₺;19718 ₺;19718 ₺;19718 ₺
★ Survival Knife | Forest DDPAT (Well-Worn);5.549;-;-;-;-;-;;;-;;
★ Nomad Knife | Boreal Forest (Field-Tested);5.650;-;-;-;-;2;;;-;;
StatTrak™ MAC-10 | Stalker (Battle-Scarred);1.315;-;-;-;-;-;;;-;;
★ Nomad Knife | Blue Steel (Minimal Wear);13.671;-;-;1;2;3;;;10250 ₺;10375 ₺;11495 ₺
★ Nomad Knife | Night Stripe (Field-Tested);7.163;-;-;-;1;1;;;-;4900 ₺;4900 ₺
StatTrak™ FAMAS | Commemoration (Battle-Scarred);1.400;-;-;-;-;-;;;-;;
★ Nomad Knife | Boreal Forest (Well-Worn);5.000;-;-;-;-;-;;;-;;
★ StatTrak™ Paracord Knife | Blue Steel (Field-Tested);7.500;-;-;-;-;1;;;-;;
★ StatTrak™ Nomad Knife | Fade (Factory New);36.431;-;-;-;-;-;;;-;;
★ Paracord Knife | Stained (Minimal Wear);4.790;-;-;-;1;1;;;-;3832 ₺;3832 ₺
★ Nomad Knife | Crimson Web (Well-Worn);12.262;-;-;-;1;1;;;-;9020 ₺;9020 ₺
★ Survival Knife | Boreal Forest (Well-Worn);4.527;1;3;4;5;6;3300 ₺;3233 ₺;3298 ₺;3238 ₺;3132 ₺
★ Paracord Knife | Scorched (Well-Worn);4.450;-;-;-;-;1;;;-;;
★ Paracord Knife | Slaughter (Minimal Wear);8.050;-;-;1;2;5;;;8450 ₺;8625 ₺;7800 ₺
★ StatTrak™ Nomad Knife | Stained (Battle-Scarred);9.269;-;-;-;-;-;;;-;;
★ Paracord Knife | Boreal Forest (Field-Tested);4.560;-;-;-;2;4;;;-;2975 ₺;2900 ₺
★ Skeleton Knife | Crimson Web (Battle-Scarred);19.607;1;1;1;2;2;13393 ₺;13393 ₺;13393 ₺;13747 ₺;13747 ₺
★ Skeleton Knife | Slaughter (Field-Tested);27.700;-;-;-;-;1;;;-;;
★ StatTrak™ Navaja Knife | Ultraviolet (Battle-Scarred);5.932;-;-;-;-;-;;;-;;
★ Survival Knife | Stained (Battle-Scarred);4.400;-;-;-;2;2;;;-;3325 ₺;3325 ₺
★ Skeleton Knife | Blue Steel (Minimal Wear);21.180;-;-;-;-;-;;;-;;
★ Skeleton Knife | Stained (Minimal Wear);17.983;-;-;-;2;2;;;-;12608 ₺;12608 ₺
★ Skeleton Knife | Case Hardened (Field-Tested);20.308;-;-;-;-;-;;;-;;
★ Paracord Knife | Stained (Battle-Scarred);5.988;-;-;-;-;1;;;-;;
★ Skeleton Knife | Safari Mesh (Battle-Scarred);9.060;-;-;-;-;1;;;-;;
★ Nomad Knife | Stained (Well-Worn);8.500;-;-;-;-;2;;;-;;
StatTrak™ AWP | Containment Breach (Battle-Scarred);4.120;-;-;-;-;-;;;-;;
★ Classic Knife | Fade (Minimal Wear);28.700;-;-;-;-;-;;;-;;
★ Paracord Knife | Safari Mesh (Minimal Wear);4.500;-;-;-;-;1;;;-;;
★ Survival Knife | Night Stripe (Minimal Wear);5.100;1;1;2;3;3;3600 ₺;3600 ₺;3825 ₺;4045 ₺;4045 ₺
★ Nomad Knife;16.459;-;-;-;1;4;;;-;14000 ₺;13035 ₺
★ Nomad Knife | Slaughter (Minimal Wear);19.045;-;-;-;1;1;;;-;14158 ₺;14158 ₺
MAG-7 | Cinquedea (Factory New);26.087;-;-;-;-;-;;;-;;
★ Paracord Knife | Case Hardened (Field-Tested);6.600;-;1;1;2;3;;5000 ₺;5000 ₺;5143 ₺;4962 ₺
★ Skeleton Knife | Case Hardened (Well-Worn);16.450;-;-;-;2;2;;;-;12486 ₺;12486 ₺
★ StatTrak™ Nomad Knife | Boreal Forest (Field-Tested);6.079;-;-;2;5;5;;;4600 ₺;5232 ₺;5232 ₺
★ Paracord Knife | Urban Masked (Field-Tested);4.576;2;2;4;7;9;3565 ₺;3565 ₺;3533 ₺;3404 ₺;3353 ₺
★ StatTrak™ Nomad Knife | Night Stripe (Field-Tested);9.538;-;-;-;-;-;;;-;;
★ Skeleton Knife | Crimson Web (Minimal Wear);36.696;-;-;1;1;1;;;27000 ₺;27000 ₺;27000 ₺
Sticker | Legendary (Foil);60;-;-;-;-;-;;;-;;
★ Survival Knife | Blue Steel (Field-Tested);5.050;-;1;2;3;4;;5300 ₺;5050 ₺;5117 ₺;4813 ₺
★ Nomad Knife | Night Stripe (Battle-Scarred);5.795;-;-;-;-;-;;;-;;
★ Paracord Knife | Blue Steel (Well-Worn);5.686;-;-;-;1;1;;;-;4777 ₺;4777 ₺
★ Survival Knife | Forest DDPAT (Field-Tested);3.350;1;2;4;8;12;3400 ₺;3600 ₺;3458 ₺;3366 ₺;3242 ₺
Souvenir AUG | Random Access (Battle-Scarred);352;-;-;-;-;-;;;-;;
★ Skeleton Knife | Blue Steel (Field-Tested);18.887;-;-;-;-;1;;;-;;
★ Paracord Knife | Boreal Forest (Well-Worn);4.436;-;-;-;-;2;;;-;;
★ Skeleton Knife | Slaughter (Minimal Wear);27.499;-;-;-;-;-;;;-;;
★ Skeleton Knife | Night Stripe (Field-Tested);10.800;-;1;2;3;5;;9500 ₺;9200 ₺;9466 ₺;9300 ₺
★ Nomad Knife | Case Hardened (Battle-Scarred);10.335;-;-;-;-;-;;;-;;
StatTrak™ AUG | Arctic Wolf (Well-Worn);235;-;-;-;-;-;;;-;;
★ Skeleton Knife | Blue Steel (Battle-Scarred);17.608;-;1;1;2;2;;15000 ₺;15000 ₺;14200 ₺;14200 ₺
StatTrak™ SG 553 | Colony IV (Battle-Scarred);500;-;-;-;-;-;;;-;;
★ Skeleton Knife | Crimson Web (Field-Tested);27.602;-;-;1;1;1;;;21350 ₺;21350 ₺;21350 ₺
★ Nomad Knife | Crimson Web (Field-Tested);13.500;1;1;2;6;6;10000 ₺;10000 ₺;10450 ₺;11161 ₺;11161 ₺
★ Survival Knife | Case Hardened (Field-Tested);6.672;-;-;-;1;4;;;-;5500 ₺;5773 ₺
StatTrak™ AWP | Containment Breach (Field-Tested);6.262;-;-;-;-;-;;;-;;
MAC-10 | Red Filigree (Factory New);4.717;-;-;-;-;-;;;-;;
StatTrak™ P2000 | Obsidian (Factory New);1.100;-;-;1;1;1;;;525 ₺;525 ₺;525 ₺
★ Nomad Knife | Scorched (Field-Tested);6.300;-;-;-;-;1;;;-;;
★ Skeleton Knife | Forest DDPAT (Minimal Wear);9.876;-;-;-;1;1;;;-;7999 ₺;7999 ₺
XM1014 | Banana Leaf (Battle-Scarred);1.455;-;-;-;-;-;;;-;;
Five-SeveN | Crimson Blossom (Minimal Wear);5.491;-;-;-;-;-;;;-;;
StatTrak™ MAC-10 | Stalker (Field-Tested);1.680;-;-;-;-;-;;;-;;
★ Paracord Knife | Crimson Web (Field-Tested);6.400;-;-;-;-;-;;;-;;
★ StatTrak™ Skeleton Knife | Fade (Factory New);48.000;-;-;-;-;-;;;-;;
★ StatTrak™ Skeleton Knife | Blue Steel (Field-Tested);19.782;-;-;-;-;-;;;-;;
★ Skeleton Knife | Safari Mesh (Minimal Wear);9.237;-;-;-;-;-;;;-;;
StatTrak™ PP-Bizon | Embargo (Factory New);693;-;-;-;-;-;;;-;;
Dual Berettas | Emerald (Minimal Wear);1.565;-;-;-;-;-;;;-;;
★ Survival Knife | Fade (Minimal Wear);18.700;-;-;-;-;-;;;-;;
★ Survival Knife | Night Stripe (Field-Tested);4.609;1;2;4;10;13;3999 ₺;3800 ₺;3675 ₺;3520 ₺;3346 ₺
★ Survival Knife | Urban Masked (Well-Worn);4.450;-;-;1;3;3;;;3000 ₺;3015 ₺;3015 ₺
★ StatTrak™ Skeleton Knife | Case Hardened (Minimal Wear);24.732;-;-;-;-;-;;;-;;
M4A4 | Dark Blossom (Well-Worn);5.695;-;-;-;-;-;;;-;;
★ Nomad Knife | Blue Steel (Field-Tested);11.800;-;-;-;1;1;;;-;13138 ₺;13138 ₺
★ Survival Knife | Stained (Field-Tested);5.069;-;2;3;4;7;;4000 ₺;3900 ₺;3863 ₺;3907 ₺
★ Skeleton Knife | Case Hardened (Minimal Wear);25.620;-;-;-;-;2;;;-;;
StatTrak™ SSG 08 | Bloodshot (Minimal Wear);8.499;-;-;-;-;-;;;-;;
★ Paracord Knife | Blue Steel (Minimal Wear);8.350;-;-;-;-;-;;;-;;
StatTrak™ SSG 08 | Bloodshot (Battle-Scarred);1.483;-;-;-;-;-;;;-;;
★ Nomad Knife | Case Hardened (Well-Worn);10.834;-;-;-;1;1;;;-;7854 ₺;7854 ₺
★ Skeleton Knife | Urban Masked (Field-Tested);10.289;-;-;1;2;5;;;7300 ₺;7657 ₺;7993 ₺
SSG 08 | Bloodshot (Minimal Wear);2.491;-;-;1;1;1;;;1718 ₺;1718 ₺;1718 ₺
StatTrak™ AWP | Containment Breach (Well-Worn);4.532;-;-;-;-;-;;;-;;
AWP | Containment Breach (Factory New);13.075;-;-;-;1;2;;;-;9330 ₺;9790 ₺
Tec-9 | Decimator (Well-Worn);714;-;-;-;1;1;;;-;306 ₺;306 ₺
★ Paracord Knife | Safari Mesh (Field-Tested);4.447;-;-;1;3;4;;;3200 ₺;3183 ₺;3136 ₺
★ Paracord Knife | Slaughter (Factory New);9.499;-;-;-;1;3;;;-;8750 ₺;9033 ₺
MP7 | Neon Ply (Factory New);283;-;-;-;-;-;;;-;;
SSG 08 | Orange Filigree (Minimal Wear);1.271;-;-;-;-;-;;;-;;
P90 | Sunset Lily (Battle-Scarred);1.135;-;-;-;-;-;;;-;;
Glock-18 | Synth Leaf (Minimal Wear);10.850;-;-;-;-;-;;;-;;
StatTrak™ Nova | Plume (Factory New);180;-;-;-;-;-;;;-;;
CZ75-Auto | Emerald Quartz (Minimal Wear);5.080;-;-;-;-;-;;;-;;
MP7 | Teal Blossom (Field-Tested);5.051;-;-;-;-;-;;;-;;
SSG 08 | Bloodshot (Well-Worn);553;-;1;2;2;2;;270 ₺;247 ₺;247 ₺;247 ₺
★ Nomad Knife | Case Hardened (Field-Tested);12.594;-;1;1;2;2;;10000 ₺;10000 ₺;9606 ₺;9606 ₺
★ Paracord Knife | Case Hardened (Minimal Wear);6.899;-;1;1;1;4;;6001 ₺;6001 ₺;6001 ₺;5944 ₺
StatTrak™ AUG | Arctic Wolf (Factory New);742;-;-;-;-;-;;;-;;
Five-SeveN | Crimson Blossom (Factory New);5.006;-;-;-;-;-;;;-;;
StatTrak™ MP7 | Neon Ply (Factory New);787;-;-;-;-;-;;;-;;
StatTrak™ AWP | Containment Breach (Minimal Wear);11.094;-;-;-;-;-;;;-;;
★ Nomad Knife | Fade (Factory New);37.800;-;-;-;2;3;;;-;28211 ₺;28309 ₺
StatTrak™ R8 Revolver | Memento (Factory New);453;-;-;-;-;-;;;-;;
★ Paracord Knife;6.750;-;-;-;1;1;;;-;5500 ₺;5500 ₺
M249 | Jungle (Factory New);333;-;-;-;-;-;;;-;;
P250 | Dark Filigree (Well-Worn);598;-;-;-;-;-;;;-;;
★ Survival Knife;6.000;-;-;-;-;-;;;-;;
StatTrak™ SG 553 | Colony IV (Well-Worn);750;-;-;-;1;1;;;-;400 ₺;400 ₺
★ StatTrak™ Survival Knife | Fade (Factory New);15.950;-;-;-;1;3;;;-;12500 ₺;12000 ₺
MAC-10 | Stalker (Well-Worn);370;-;1;1;1;2;;317 ₺;317 ₺;317 ₺;279 ₺
StatTrak™ Tec-9 | Decimator (Field-Tested);1.019;-;-;-;1;1;;;-;945 ₺;945 ₺
StatTrak™ AK-47 | Rat Rod (Battle-Scarred);404;-;-;-;-;1;;;-;;
StatTrak™ MAC-10 | Stalker (Minimal Wear);4.504;-;-;-;1;1;;;-;2760 ₺;2760 ₺
StatTrak™ PP-Bizon | Embargo (Battle-Scarred);130;-;-;-;-;1;;;-;;
StatTrak™ MP5-SD | Acid Wash (Factory New);148;-;-;-;1;1;;;-;99 ₺;99 ₺
MAC-10 | Stalker (Factory New);2.389;-;-;1;1;2;;;1650 ₺;1650 ₺;1650 ₺
P2000 | Obsidian (Factory New);276;2;3;3;3;4;178 ₺;223 ₺;223 ₺;223 ₺;236 ₺
M249 | Warbird (Factory New);136;-;-;-;-;-;;;-;;
★ Survival Knife | Crimson Web (Battle-Scarred);5.500;-;-;-;-;2;;;-;;
StatTrak™ MP7 | Neon Ply (Field-Tested);108;-;-;-;-;1;;;-;;
MP9 | Stained Glass (Minimal Wear);4.738;-;-;-;-;-;;;-;;
M4A1-S | Moss Quartz (Battle-Scarred);1.437;-;-;-;-;-;;;-;;
Negev | Boroque Sand (Factory New);264;-;1;1;1;1;;243 ₺;243 ₺;243 ₺;243 ₺
Galil AR | Tornado (Factory New);450;-;-;1;2;2;;;350 ₺;427 ₺;427 ₺
SCAR-20 | Stone Mosaico (Factory New);233;-;-;-;-;-;;;-;;
G3SG1 | Violet Murano (Factory New);1.617;-;-;-;-;-;;;-;;
★ Survival Knife | Boreal Forest (Minimal Wear);5.767;-;-;1;3;3;;;3265 ₺;3255 ₺;3255 ₺
SG 553 | Colony IV (Factory New);1.260;-;2;2;3;4;;1050 ₺;1050 ₺;1093 ₺;1103 ₺
Nova | Baroque Orange (Factory New);4.651;-;-;-;-;-;;;-;;
XM1014 | Frost Borre (Minimal Wear);5.996;-;-;-;-;-;;;-;;
StatTrak™ SCAR-20 | Torn (Field-Tested);44;-;-;-;-;-;;;-;;
AUG | Arctic Wolf (Battle-Scarred);58;-;-;-;-;-;;;-;;
Glock-18 | Synth Leaf (Factory New);16.006;-;-;-;-;-;;;-;;
Tec-9 | Decimator (Battle-Scarred);340;1;1;2;2;4;333 ₺;333 ₺;317 ₺;317 ₺;304 ₺
MP9 | Stained Glass (Factory New);4.659;-;-;-;-;-;;;-;;
Glock-18 | Synth Leaf (Field-Tested);13.893;-;-;-;-;-;;;-;;
MP9 | Stained Glass (Field-Tested);4.777;-;-;-;-;-;;;-;;
★ Skeleton Knife | Urban Masked (Well-Worn);9.874;-;-;-;-;-;;;-;;
StatTrak™ P2000 | Obsidian (Battle-Scarred);125;-;-;-;1;1;;;-;76 ₺;76 ₺
MAC-10 | Stalker (Battle-Scarred);426;1;2;3;3;5;290 ₺;312 ₺;291 ₺;291 ₺;261 ₺
StatTrak™ Nova | Plume (Minimal Wear);83;-;-;-;-;-;;;-;;
G3SG1 | Black Sand (Factory New);74;-;-;-;-;-;;;-;;
StatTrak™ SG 553 | Colony IV (Minimal Wear);1.627;-;-;1;2;3;;;1222 ₺;679 ₺;1002 ₺
SSG 08 | Orange Filigree (Factory New);2.228;-;-;-;-;-;;;-;;
SCAR-20 | Brass (Minimal Wear);4.944;-;-;-;-;-;;;-;;
G3SG1 | Violet Murano (Well-Worn);1.681;-;-;-;-;-;;;-;;
StatTrak™ Dual Berettas | Balance (Factory New);676;-;-;-;1;1;;;-;290 ₺;290 ₺
StatTrak™ R8 Revolver | Memento (Minimal Wear);96;-;-;-;-;-;;;-;;
AK-47 | Baroque Purple (Factory New);610;-;-;-;2;4;;;-;474 ₺;498 ₺
StatTrak™ PP-Bizon | Embargo (Field-Tested);115;-;-;-;-;-;;;-;;
★ Paracord Knife | Scorched (Field-Tested);4.395;-;-;2;2;5;;;3292 ₺;3292 ₺;3122 ₺
StatTrak™ Tec-9 | Decimator (Minimal Wear);2.250;-;-;-;-;-;;;-;;
StatTrak™ Tec-9 | Decimator (Battle-Scarred);861;-;-;-;-;-;;;-;;
StatTrak™ MP7 | Neon Ply (Battle-Scarred);99;-;-;-;-;1;;;-;;
StatTrak™ AUG | Arctic Wolf (Field-Tested);182;1;1;2;3;6;110 ₺;110 ₺;126 ₺;124 ₺;124 ₺
Desert Eagle | Emerald Jörmungandr (Factory New);13.375;-;-;-;-;-;;;-;;
Five-SeveN | Crimson Blossom (Field-Tested);6.109;-;-;-;-;-;;;-;;
SG 553 | Candy Apple (Minimal Wear);281;-;-;1;1;2;;;195 ₺;195 ₺;213 ₺
R8 Revolver | Canal Spray (Factory New);356;1;1;1;1;1;160 ₺;160 ₺;160 ₺;160 ₺;160 ₺
P90 | Baroque Red (Factory New);1.280;-;-;-;1;1;;;-;830 ₺;830 ₺
StatTrak™ G3SG1 | Black Sand (Field-Tested);44;-;-;-;-;-;;;-;;
FAMAS | Sundown (Field-Tested);4.961;-;-;-;-;-;;;-;;
StatTrak™ SSG 08 | Bloodshot (Field-Tested);600;-;-;-;1;2;;;-;819 ₺;672 ₺
StatTrak™ AK-47 | Rat Rod (Well-Worn);415;-;1;1;3;5;;300 ₺;300 ₺;320 ₺;290 ₺
Tec-9 | Rust Leaf (Minimal Wear);1.286;-;-;-;-;-;;;-;;
SSG 08 | Bloodshot (Battle-Scarred);526;-;-;-;-;-;;;-;;
AUG | Navy Murano (Factory New);173;-;-;-;1;2;;;-;100 ₺;138 ₺
StatTrak™ AK-47 | Rat Rod (Minimal Wear);586;1;2;3;3;8;450 ₺;450 ₺;440 ₺;440 ₺;452 ₺
★ Paracord Knife | Stained (Field-Tested);5.000;-;-;-;1;1;;;-;3900 ₺;3900 ₺
XM1014 | Banana Leaf (Field-Tested);1.160;-;-;-;-;-;;;-;;
MAC-10 | Copper Borre (Minimal Wear);5.384;-;-;-;-;-;;;-;;
MAC-10 | Surfwood (Well-Worn);282;-;-;-;-;-;;;-;;
Sawed-Off | Jungle Thicket (Battle-Scarred);185;-;-;-;-;-;;;-;;
StatTrak™ M249 | Warbird (Field-Tested);30;-;-;-;-;-;;;-;;
AK-47 | Baroque Purple (Battle-Scarred);240;-;-;-;-;-;;;-;;
SG 553 | Barricade (Well-Worn);375;-;-;-;-;-;;;-;;
★ Paracord Knife | Fade (Factory New);15.410;-;-;1;2;2;;;13200 ₺;14388 ₺;14388 ₺
M249 | Jungle (Well-Worn);172;-;-;-;-;-;;;-;;
SCAR-20 | Stone Mosaico (Well-Worn);91;-;-;-;-;-;;;-;;
Tec-9 | Decimator (Factory New);1.934;-;-;1;3;3;;;1250 ₺;1608 ₺;1608 ₺
MAG-7 | Chainmail (Field-Tested);2.244;-;-;-;-;-;;;-;;
SG 553 | Candy Apple (Battle-Scarred);523;-;-;-;-;-;;;-;;
CZ75-Auto | Indigo (Well-Worn);71;-;-;-;-;-;;;-;;
MP5-SD | Bamboo Garden (Battle-Scarred);175;-;-;-;-;-;;;-;;
StatTrak™ MP5-SD | Acid Wash (Minimal Wear);83;-;-;-;-;-;;;-;;
StatTrak™ AUG | Arctic Wolf (Battle-Scarred);104;-;-;-;-;-;;;-;;
StatTrak™ R8 Revolver | Memento (Field-Tested);40;-;-;-;-;-;;;-;;
StatTrak™ MP7 | Neon Ply (Well-Worn);80;-;-;-;1;2;;;-;66 ₺;83 ₺
StatTrak™ SCAR-20 | Torn (Minimal Wear);89;-;-;-;-;-;;;-;;
StatTrak™ MAC-10 | Stalker (Well-Worn);1.440;-;-;-;-;1;;;-;;
StatTrak™ AUG | Arctic Wolf (Minimal Wear);320;-;-;-;1;1;;;-;270 ₺;270 ₺
AUG | Arctic Wolf (Well-Worn);74;-;-;-;1;1;;;-;50 ₺;50 ₺
M249 | Warbird (Well-Worn);30;-;-;-;-;-;;;-;;
M249 | Jungle (Battle-Scarred);215;-;-;-;-;-;;;-;;
SCAR-20 | Stone Mosaico (Minimal Wear);89;-;-;-;-;1;;;-;;
M4A4 | Dark Blossom (Factory New);1.269;1;1;2;3;3;900 ₺;900 ₺;900 ₺;964 ₺;964 ₺
MP7 | Scorched (Battle-Scarred);326;-;-;-;-;-;;;-;;
CZ75-Auto | Emerald Quartz (Field-Tested);6.247;-;-;-;-;-;;;-;;
PP-Bizon | Seabird (Battle-Scarred);342;-;-;-;-;-;;;-;;
P90 | Sunset Lily (Field-Tested);1.282;-;-;-;-;-;;;-;;
MAG-7 | Chainmail (Minimal Wear);1.131;-;-;1;1;1;;;726 ₺;726 ₺;726 ₺
StatTrak™ PP-Bizon | Embargo (Well-Worn);144;-;-;-;-;-;;;-;;
StatTrak™ R8 Revolver | Memento (Battle-Scarred);38;-;-;-;-;-;;;-;;
StatTrak™ PP-Bizon | Embargo (Minimal Wear);466;-;-;1;2;2;;;362 ₺;279 ₺;279 ₺
SG 553 | Colony IV (Battle-Scarred);252;-;-;-;-;-;;;-;;
Negev | Boroque Sand (Well-Worn);76;-;-;-;-;-;;;-;;
StatTrak™ SCAR-20 | Torn (Factory New);115;-;-;-;-;-;;;-;;
StatTrak™ Dual Berettas | Balance (Minimal Wear);276;-;-;-;1;1;;;-;100 ₺;100 ₺
Tec-9 | Orange Murano (Minimal Wear);267;-;-;-;-;1;;;-;;
PP-Bizon | Embargo (Battle-Scarred);74;-;-;-;-;-;;;-;;
★ StatTrak™ Nomad Knife | Stained (Minimal Wear);11.796;-;-;-;-;-;;;-;;
MP7 | Neon Ply (Battle-Scarred);54;-;-;1;2;2;;;50 ₺;47 ₺;47 ₺
StatTrak™ M249 | Warbird (Minimal Wear);89;-;-;-;-;-;;;-;;
Tec-9 | Orange Murano (Factory New);321;-;-;-;-;-;;;-;;
MP7 | Neon Ply (Field-Tested);54;1;1;1;1;1;54 ₺;54 ₺;54 ₺;54 ₺;54 ₺
FAMAS | Night Borre (Battle-Scarred);283;-;-;-;-;-;;;-;;
SG 553 | Barricade (Battle-Scarred);246;-;-;-;-;-;;;-;;
Negev | Boroque Sand (Battle-Scarred);49;-;-;-;-;-;;;-;;
AK-47 | Rat Rod (Battle-Scarred);112;-;-;-;1;2;;;-;90 ₺;95 ₺
PP-Bizon | Embargo (Well-Worn);76;-;-;-;-;1;;;-;;
R8 Revolver | Memento (Well-Worn);45;-;-;-;-;-;;;-;;
StatTrak™ G3SG1 | Black Sand (Minimal Wear);124;-;-;-;-;-;;;-;;
Sawed-Off | Jungle Thicket (Well-Worn);272;-;-;-;-;-;;;-;;
SG 553 | Candy Apple (Field-Tested);251;-;-;-;2;3;;;-;221 ₺;221 ₺
SG 553 | Candy Apple (Well-Worn);225;-;-;-;-;-;;;-;;
StatTrak™ MP7 | Neon Ply (Minimal Wear);324;1;1;1;1;2;225 ₺;225 ₺;225 ₺;225 ₺;240 ₺
MP7 | Neon Ply (Well-Worn);61;-;-;-;-;-;;;-;;
P2000 | Obsidian (Minimal Wear);158;1;1;1;2;4;85 ₺;85 ₺;85 ₺;120 ₺;116 ₺
Sawed-Off | Jungle Thicket (Field-Tested);185;-;-;-;-;-;;;-;;
AK-47 | Baroque Purple (Field-Tested);268;-;1;1;2;3;;180 ₺;180 ₺;190 ₺;205 ₺
Galil AR | Tornado (Battle-Scarred);246;-;-;-;-;-;;;-;;
P2000 | Obsidian (Well-Worn);66;-;-;-;1;1;;;-;30 ₺;30 ₺
M4A1-S | Moss Quartz (Factory New);2.558;1;2;3;3;5;1850 ₺;1975 ₺;1926 ₺;1926 ₺;2006 ₺
Negev | Boroque Sand (Minimal Wear);80;-;-;-;-;-;;;-;;
Tec-9 | Orange Murano (Field-Tested);267;-;-;-;-;-;;;-;;
SG 553 | Colony IV (Well-Worn);286;1;1;1;2;2;240 ₺;240 ₺;240 ₺;233 ₺;233 ₺
AK-47 | Rat Rod (Factory New);390;-;1;1;3;7;;300 ₺;300 ₺;355 ₺;350 ₺
CZ75-Auto | Indigo (Battle-Scarred);65;-;-;-;-;-;;;-;;
R8 Revolver | Canal Spray (Battle-Scarred);129;-;-;-;-;-;;;-;;
StatTrak™ P2000 | Obsidian (Field-Tested);118;-;1;1;1;1;;109 ₺;109 ₺;109 ₺;109 ₺
MAC-10 | Surfwood (Factory New);220;-;-;-;-;2;;;-;;
AUG | Navy Murano (Battle-Scarred);62;-;-;-;-;-;;;-;;
MP5-SD | Bamboo Garden (Well-Worn);201;-;-;-;-;-;;;-;;
MP5-SD | Bamboo Garden (Factory New);200;-;-;1;3;5;;;125 ₺;138 ₺;131 ₺
P250 | Dark Filigree (Factory New);326;-;-;-;1;2;;;-;222 ₺;279 ₺
Tec-9 | Orange Murano (Well-Worn);277;-;-;-;-;-;;;-;;
MAC-10 | Surfwood (Minimal Wear);217;-;-;-;-;-;;;-;;
PP-Bizon | Seabird (Minimal Wear);233;-;-;-;-;1;;;-;;
SG 553 | Colony IV (Field-Tested);270;1;2;5;8;10;240 ₺;245 ₺;240 ₺;262 ₺;261 ₺
★ Skeleton Knife;22.500;-;-;-;1;1;;;-;23000 ₺;23000 ₺
R8 Revolver | Canal Spray (Minimal Wear);101;-;-;-;-;1;;;-;;
SSG 08 | Red Stone (Minimal Wear);240;-;1;2;2;5;;276 ₺;277 ₺;277 ₺;251 ₺
P2000 | Obsidian (Field-Tested);72;-;-;-;-;-;;;-;;
M4A1-S | Moss Quartz (Minimal Wear);1.556;-;-;2;4;7;;;1606 ₺;1690 ₺;1611 ₺
P90 | Sunset Lily (Factory New);1.343;-;-;-;-;-;;;-;;
R8 Revolver | Canal Spray (Field-Tested);69;-;-;-;-;-;;;-;;
M4A1-S | Moss Quartz (Field-Tested);1.237;1;1;3;4;5;980 ₺;980 ₺;998 ₺;1086 ₺;1044 ₺
Sawed-Off | Jungle Thicket (Factory New);201;-;-;-;-;1;;;-;;
P2000 | Obsidian (Battle-Scarred);84;-;-;-;1;1;;;-;56 ₺;56 ₺
StatTrak™ P2000 | Obsidian (Well-Worn);142;-;-;-;1;3;;;-;78 ₺;81 ₺
PP-Bizon | Embargo (Field-Tested);62;-;-;-;1;2;;;-;55 ₺;54 ₺
Galil AR | Tornado (Field-Tested);230;-;-;-;-;-;;;-;;
PP-Bizon | Seabird (Factory New);199;-;1;1;1;3;;140 ₺;140 ₺;140 ₺;127 ₺
